code,CF
200,00315410381
200,00315660795
200,00315680025
200,00315680413
200,00315980474
200,00316270222
200,00316330463
200,00316390228
200,00316400373
200,00316540194
404,00316550193
200,00316550540
200,00316690197
200,00316740547
200,00316820547
200,00317490027
200,00317500023
000,00317710127
200,00317720126
200,00317880029
200,00318000197
200,00318060035
200,00318100096
200,00318330099
404,00318580651
200,00318700549
200,00318760246
200,00318880226
000,00318930047
200,00319140794
200,00319390795
200,00319580791
200,00319610028
200,00319630224
200,00319830428
200,00320090798
404,00320160500
200,00321080384
200,00321280273
200,00321890162
200,00321940165
404,00321950164
200,00322400342
200,00322590795
200,00322700121
200,00322880790
404,00322890799
200,00322970195
404,00322990128
000,00323010793
404,00323090191
200,00323160234
200,00323260190
200,00323360792
200,00323370791
200,00323390799
000,00323400796
200,00323420794
000,00323430793
404,00323870196
200,00323880799
200,00323900795
200,00323920199
200,00323920223
200,00323930198
404,00323960195
200,00324100163
200,00324120195
200,00324130194
200,00324270834
200,00324280833
404,00324360403
200,00324460799
200,00324510049
200,00324770189
200,00324940790
200,00325190270
200,00325260164
000,00325440162
404,00325740199
404,00325790194
200,00325800191
200,00325940468
200,00325950020
200,00326070166
200,00326540093
200,00326560091
404,00326580099
200,00326650793
200,00326670023
200,00326670791
200,00326680022
200,00326780194
200,00326840162
200,00326880796
404,00327070793
200,00327150280
404,00327210795
200,00327310793
200,00327470795
200,00327510194
200,00327520193
200,00327580197
200,00327770798
200,00327960092
200,00327980090
200,00328170022
200,00328540471
200,00328650098
200,00328710025
200,00328930169
200,00328940168
200,00330080169
200,00330180167
200,00330220161
200,00330380163
200,00330500448
200,00330680463
200,00330720046
200,00330820838
200,00330920190
200,00330930199
404,00330940198
200,00330950197
200,00331480095
200,00332120195
200,00332440098
200,00332450030
404,00332510429
200,00332700509
200,00333020790
200,00333110799
200,00333310191
200,00333590099
404,00333790236
200,00333890093
404,00333900181
200,00334010279
200,00334080165
200,00334230190
200,00334250099
404,00334340445
200,00334660164
200,00334680063
200,00334690096
200,00334870227
200,00334990447
200,00334990546
200,00335130167
200,00335280467
200,00335290029
200,00335600656
200,00335800470
200,00335810040
200,00336020227
200,00336080429
200,00336090246
404,00336100094
200,00336110093
200,00336160908
200,00336360714
200,00336440797
200,00336470836
200,00336550199
200,00336840160
200,00337180905
200,00337570469
200,00337920797
200,00337940795
200,00337960793
200,00338010127
200,00338220098
200,00338310097
200,00338310121
200,00338410095
200,00338420797
200,00338460041
200,00338460090
200,00338710163
200,00338730161
200,00339030090
404,00339040388
200,00339070187
200,00339190225
200,00339370272
200,00339420796
200,00339480386
200,00339800161
404,00339900425
404,00339970832
200,00340200096
200,00340240225
200,00340950096
000,00341140093
200,00341170348
404,00341180099
301,00341180354
200,00341200095
200,00341300127
200,00341340099
200,00341420792
200,00341480184
200,00341490126
200,00341500189
404,00341620508
200,00341640787
200,00341680098
200,00341710127
200,00341780120
200,00342140167
200,00342150794
200,00342270212
000,00342670163
200,00342680097
200,00342700093
200,00342860095
200,00342890167
200,00342900222
200,00342960838
404,00343140422
200,00343220398
200,00343350229
200,00343390225
200,00343400834
200,00343510228
200,00343650305
200,00343840401
200,00343860128
404,00343940839
200,00344340500
000,00344700034
200,00344900782
404,00344970504
200,00345090237
200,00345230783
000,00345420426
404,00345510507
200,00345850234
200,00346170129
200,00346420508
200,00346630239
200,00346700792
200,00346710791
404,00346830789
200,00347080228
200,00347330417
200,00347340028
404,00347520504
200,00347570798
404,00347720781
200,00347860793
200,00347880163
404,00347890162
404,00347890832
200,00347900169
200,00348070160
200,00348150038
200,00348180787
200,00348230780
200,00348260167
200,00348990789
200,00349150300
200,00349480541
200,00349960047
200,00349960393
200,00350520177
404,00351040423
200,00351490024
200,00351640172
000,00351780549
200,00351910047
200,00351920020
200,00352000780
404,00352170831
200,00352410419
200,00352450613
404,00352950794
200,00353170509
404,00353580442
200,00353840796
200,00354000135
200,00354500233
200,00354630832
200,00354730392
200,00355150301
404,00355250440
200,00355580028
200,00355620782
200,00355760786
200,00355870221
200,00355900796
200,00356080440
200,00356270066
200,00356330449
404,00356330795
200,00356350470
200,00356410217
200,00356630780
200,00356650838
200,00356970442
200,00357010446
200,00357030444
404,00357070440
200,00357180447
404,00357340066
200,00357670710
200,00357850049
200,00357850395
200,00357880467
200,00358000099
404,00358010098
200,00358150308
200,00358210441
200,00358230449
200,00358330413
200,00358440717
200,00358500833
200,00358540441
200,00358940047
200,00359110830
200,00359290418
200,00360090393
404,00360140446
200,00360180269
200,00360220446
302,00360350235
200,00360380414
200,00360420418
200,00360430417
200,00360440416
200,00360540413
200,00360560411
200,00360580419
200,00360610414
200,00360620413
200,00360630412
200,00360640411
200,00360650410
200,00360660419
200,00360710792
404,00361130099
200,00361220791
200,00361500473
404,00361760176
404,00361970478
200,00361970833
200,00362170714
200,00362290447
000,00362320780
200,00362420788
200,00362890444
200,00363050543
200,00363350448
200,00363460718
200,00363500448
200,00363920794
200,00364170043
200,00364280412
200,00364600031
200,00364720417
200,00364800789
404,00364960443
200,00365040047
200,00365230069
200,00365990712
200,00366270031
200,00366320067
200,00366480424
200,00366940799
200,00366960540
200,00367390044
200,00367410040
200,00367560901
404,00367950060
000,00368260063
200,00368270781
200,00368540068
200,00368570271
200,00368620068
200,00368630067
200,00368800173
200,00368980025
200,00369340229
404,00369370465
200,00369990783
200,00370360307
200,00370530388
200,00370910440
200,00371570797
200,00371860222
200,00371870221
404,00371880063
404,00372410068
404,00372420547
200,00372530162
200,00372940718
200,00373340025
404,00373580505
200,00374100022
200,00374110021
200,00374120020
200,00374120178
200,00374200780
200,00374210789
200,00374450229
200,00374620060
404,00374620722
200,00374900165
404,00375490067
200,00375660784
404,00375970787
200,00376030177
200,00376350781
200,00376490793
404,00376610929
200,00376660445
200,00376950440
200,00377050067
200,00377080064
200,00377090063
200,00377100060
200,00377160445
200,00377420716
404,00377510177
200,00377760442
200,00377960356
200,00378210462
404,00378410831
404,00378460836
200,00378700223
200,00378820781
200,00379150022
200,00379280092
200,00379480031
404,00380100024
200,00380610022
200,00380670216
200,00380940445
200,00381700020
200,00382110062
200,00382120061
200,00382300465
200,00382510717
200,00382650729
200,00382800167
200,00383060225
200,00383070463
200,00383120037
200,00383480340
200,00383810785
404,00383940541
200,00383990066
200,00384000162
200,00384000543
200,00384350427
200,00384420022
404,00384600060
200,00384810024
200,00384930020
200,00385040787
200,00385130638
200,00385200068
200,00385210067
200,00385220066
200,00385230065
200,00385230545
200,00385320189
200,00385810445
200,00385980024
200,00386100226
404,00387350200
000,00387830839
200,00388110066
200,00388490039
200,00388560781
200,00388670788
200,00389190422
200,00389240219
200,00389360025
200,00389360207
404,00389450503
404,00389860065
404,00389910068
200,00389920786
200,00389950262
404,00390050839
200,00390090421
200,00390090785
200,00390220028
200,00390230027
200,00390240026
200,00390390789
200,00390480465
200,00390570026
200,00390570182
200,00390580025
200,00390830446
200,00391170784
200,00391260403
200,00391420783
200,00391660784
200,00391820065
404,00391900784
200,00392000790
200,00392080404
200,00392090783
200,00392120309
200,00392220752
200,00392350799
200,00392460234
301,00392700787
200,00392720785
200,00392750022
200,00392760021
200,00392890125
200,00393230206
200,00393270715
200,00393920830
200,00394310833
200,00394550784
200,00394620785
200,00394740021
200,00394850200
200,00394920219
200,00395370786
200,00395900046
404,00395920788
200,00395930043
200,00395970783
200,00396110835
200,00396470445
200,00396700718
404,00396920837
200,00396990210
200,00397220187
200,00397470030
200,00397570714
000,00397680067
200,00397740879
200,00398040048
200,00398190249
404,00398340463
200,00398580787
200,00398710467
200,00398720466
301,00398730465
200,00399150044
200,00399640838
200,00399840172
200,00400530176
200,00400660445
200,00400810065
200,00401180104
200,00401460787
200,00401810783
200,00402030209
200,00402100044
200,00402150247
200,00402260780
200,00404190787
200,00404230047
200,00404250243
404,00404280125
200,00404280786
200,00404550048
200,00404880783
200,00405070129
404,00405260233
200,00405270067
404,00405650060
200,00405660549
200,00405990219
200,00406670216
404,00407150788
200,00407330307
200,00407650548
200,00407800168
200,00407860212
200,00408000719
200,00408250306
200,00408380186
200,00408940401
200,00409320215
200,00409340213
200,00409680188
200,00409830189
200,00409960069
200,00410340871
200,00410380042
200,00410550222
200,00411440068
200,00411690068
200,00411710213
200,00411750839
404,00411920549
200,00412070062
200,00412140063
200,00412270043
200,00412310062
200,00412320061
200,00412440752
200,00412580243
200,00412840548
200,00412900102
404,00412910069
200,00413170069
200,00413370206
404,00413580671
404,00413650060
200,00413860230
200,00413940305
200,00413950205
200,00414190231
404,00414200238
200,00414310185
200,00414320218
200,00414390047
200,00414500751
200,00414550061
200,00414560185
200,00414570184
404,00414580183
404,00414810838
404,00415010834
200,00415030360
200,00415060037
200,00415080035
200,00415090240
200,00415100213
200,00415190032
200,00415310036
200,00415510064
404,00415540137
200,00415700061
200,00415790138
200,00415950039
404,00416220200
404,00416240208
200,00416320042
200,00416340305
200,00417080132
200,00417230034
200,00417240033
200,00417260031
200,00417290038
200,00417530045
200,00417680048
500,00417870540
200,00419760343
200,00419850037
200,00419860218
200,00419930235
200,00420010480
200,00420090839
200,00420440463
200,00420540064
200,00420830036
200,00420840035
200,00420850034
200,00420860041
200,00421070038
404,00421140039
200,00421150046
200,00421450032
200,00421580374
200,00421630039
200,00421650037
200,00421660036
200,00421670035
200,00421680034
200,00421690033
200,00421700030
200,00421730037
200,00421740036
200,00422080671
200,00422690032
200,00422700039
404,00422710038
200,00422720037
200,00422730036
200,00422760033
200,00422770032
200,00422780031
200,00422790030
200,00423040831
200,00423230036
200,00423240035
200,00423370634
200,00423390228
200,00423460468
200,00423600030
200,00424320349
200,00424850022
200,00424860021
200,00424870020
200,00424960136
200,00425030830
200,00425310026
200,00425370020
404,00425380029
200,00425540036
200,00425820032
200,00426060034
200,00426070033
200,00426130035
200,00426150033
200,00426210183
404,00426370037
200,00426450037
200,00426640041
200,00426650131
200,00427030341
200,00427390752
200,00427670344
404,00427770656
200,00427950035
200,00428090047
404,00428360242
200,00428420038
200,00428660047
000,00428680045
404,00428680359
200,00428920342
200,00429030034
200,00429100134
200,00429190341
200,00429440068
404,00429530546
200,00429570542
200,00429660038
200,00429940828
200,00430230037
200,00430240036
200,00430240044
200,00430250043
404,00430330068
200,00430370544
200,00430560060
200,00430660134
404,00430850024
200,00431040229
200,00431300037
404,00431320035
200,00431330034
200,00431340033
404,00431410182
200,00431430784
200,00431620350
404,00431850353
200,00431930064
200,00432060135
200,00432110211
200,00432270064
200,00432280063
200,00432380020
200,00432770139
200,00432790020
000,00432840106
000,00432860831
000,00432870830
200,00433100062
200,00433110061
200,00433220027
200,00433300035
200,00433320033
200,00433330032
200,00433340031
000,00433350030
200,00433600061
200,00433700788
200,00433800067
200,00433810066
200,00433920063
200,00433950060
200,00434300067
200,00434590139
200,00434660130
404,00435090063
404,00435100060
200,00435110218
200,00435460175
200,00435560032
200,00435850128
200,00436130041
000,00436140347
200,00436290035
200,00436290217
200,00436300032
200,00436310031
200,00436320030
200,00436320543
200,00436330039
200,00436340038
200,00436640205
200,00437020209
200,00437100035
200,00437910060
404,00437920069
000,00437960065
200,00438190068
200,00438300030
200,00438900201
200,00438970063
200,00439040353
200,00439130188
200,00439190034
200,00439250358
200,00439260357
200,00439490343
200,00440380350
200,00440470342
200,00440510345
404,00440610343
200,00440630358
200,00440710127
200,00440730356
200,00440750032
200,00440750354
404,00440760353
404,00440810067
200,00441090065
200,00441100351
404,00441110350
200,00441130044
200,00441130358
200,00441150356
200,00441270352
200,00441280351
200,00441340122
200,00441360351
200,00441540127
200,00441540358
200,00441550357
404,00441780483
200,00442010351
200,00442130340
200,00442530341
200,00443150065
200,00443410063
200,00443430350
200,00443490545
200,00443640826
200,00443980065
200,00444150064
200,00444200042
200,00444270136
404,00444370837
200,00444580062
200,00444590061
200,00444820062
200,00444830061
200,00444840060
200,00444850069
200,00444850358
200,00445110877
404,00445450356
200,00445500127
200,00445630353
200,00445940265
200,00445950066
200,00446040354
200,00446980377
200,00447040353
404,00447160060
200,00447460064
200,00447770181
200,00447810060
200,00447820358
404,00448140541
200,00448170548
200,00449050061
200,00449070069
200,00449090067
404,00449110063
200,00449220359
200,00449250356
200,00449290212
200,00449310549
200,00449420348
200,00449500107
200,00449510049
404,00449760545
404,00449960269
200,00450010061
200,00450020060
200,00450070065
200,00450080064
200,00450140066
200,00450150065
200,00450610175
404,00450620547
200,00451040182
200,00451070064
200,00451080063
200,00451230064
200,00451300172
200,00451340178
404,00451490064
200,00451590061
200,00451610547
200,00451640064
404,00451930549
200,00452150030
200,00452160039
200,00452160344
404,00452360068
200,00452370067
404,00452540065
404,00452550064
200,00452590045
404,00452610066
404,00452830060
200,00452900061
200,00452960354
200,00453060204
200,00453120040
404,00453320061
200,00453550188
404,00453590242
200,00453800302
200,00453840357
404,00453890170
200,00453970873
404,00453990178
200,00454320045
200,00454430174
200,00454560046
200,00454580036
200,00454750068
200,00455600171
200,00455640060
200,00456220060
200,00456230069
200,00456620343
404,00457160232
200,00457230068
200,00457290138
200,00457660041
200,00457850063
200,00458060928
200,00458150067
200,00458160066
200,00458370061
200,00458530128
404,00459290060
404,00459400248
200,00459630067
200,00459830188
200,00459940128
200,00459960126
200,00459980124
200,00460120306
200,00460320187
200,00460370182
200,00460490063
404,00460500069
200,00460510068
200,00460560246
200,00460570062
200,00460580244
200,00460690043
200,00460700040
200,00460880180
200,00460900038
200,00460900186
200,00460910037
404,00460930365
200,00461560047
404,00461570046
200,00461800302
404,00461850836
200,00461950834
200,00461980302
200,00461990301
200,00462070871
200,00462110123
200,00462360041
404,00462520305
200,00462560756
200,00462910308
404,00463010652
404,00463030650
200,00463560060
200,00463680751
404,00463970541
200,00464180181
404,00464350065
200,00464360189
200,00464650043
200,00464700046
200,00464720176
200,00465090066
404,00465330066
200,00465330306
200,00465340065
200,00465350064
200,00465390102
200,00465640100
200,00466330305
200,00466350188
404,00466390184
404,00466530185
404,00466650249
200,00466880184
200,00466880309
200,00466960044
200,00466980307
404,00467070546
200,00467120184
200,00467130183
404,00467160677
200,00467180063
200,00467190062
200,00467200309
200,00467290037
200,00467340188
200,00467720181
200,00467800041
200,00467840138
200,00467860136
200,00467880134
200,00468090188
200,00468120043
200,00468290044
200,00468340187
200,00468360185
200,00468570189
404,00468580188
200,00468820048
200,00468840046
200,00468880042
200,00468890181
200,00468930045
200,00468950043
200,00468950308
200,00468980875
200,00469040042
200,00469060040
200,00469220065
200,00469230064
200,00469710040
200,00469720379
200,00469730048
200,00469790067
200,00469890305
200,00470070541
200,00470080540
404,00470090549
404,00470100546
200,00470120544
200,00470160169
301,00470350372
404,00470400185
200,00470430067
200,00470500182
404,00470710187
200,00470780180
200,00470990300
200,00471000307
200,00471090035
200,00471230268
200,00471320184
200,00471410183
200,00471420182
404,00471430181
200,00471450189
200,00471560300
200,00471900183
200,00471940304
200,00472320654
404,00472790658
200,00473040186
200,00473170041
200,00473260180
200,00473350353
200,00473680924
200,00473740181
200,00473750180
404,00473900181
200,00473910180
200,00474720042
200,00474750049
200,00474770062
200,00474790185
404,00474870367
200,00475000824
200,00475070181
200,00475080040
000,00475290045
200,00475450185
200,00475460184
200,00475470183
200,00475610184
000,00475620183
200,00475630182
200,00475640033
200,00475640181
200,00475760039
200,00475910824
200,00476120183
200,00476130182
200,00476350541
200,00476920046
404,00477160030
404,00477160303
200,00477170047
200,00477430128
200,00477860779
200,00478010044
000,00478030042
200,00478050040
200,00478360126
200,00478370182
200,00478600042
200,00478640048
404,00478640659
200,00478760044
200,00478910045
200,00478950306
200,00479150047
200,00479670341
200,00480160241
000,00480500305
200,00480530047
404,00480700046
200,00480720044
200,00481240034
404,00481360048
404,00481380046
200,00481880268
200,00481940187
200,00482160181
200,00482310182
200,00482350873
200,00482400306
200,00482410040
200,00482510542
200,00482750189
200,00482780186
200,00483000188
200,00483290045
200,00483310926
200,00483730180
200,00484060306
200,00484170188
200,00484670187
404,00484680186
200,00484680301
000,00484760301
200,00485020044
200,00485040042
404,00485130181
200,00485150189
200,00485240188
404,00485360184
200,00485410187
200,00485460182
000,00485480180
200,00485690044
200,00485780183
200,00485840185
200,00485900062
200,00486500341
200,00486530041
404,00486580137
200,00486620263
200,00486670268
200,00487150187
200,00487250185
200,00487690182
200,00487740045
200,00487760043
200,00489010041
200,00489010181
200,00489260125
200,00490180288
200,00490200045
200,00490260130
200,00490860186
404,00491510822
200,00492250923
404,00493110928
200,00493130041
200,00493530208
200,00493570188
200,00493580187
200,00493730188
200,00494580046
200,00494600042
200,00495090367
200,00495300139
200,00495340044
200,00495600041
200,00495640633
200,00495770067
200,00495840183
200,00495910309
200,00497620922
200,00497770651
200,00497810655
404,00498460062
200,00498630045
200,00499500049
200,00499820132
200,00500140652
000,00500500137
200,00500760236
200,00501240063
200,00502010655
200,00502410061
200,00503880049
404,00504690124
200,00504810136
200,00505190132
200,00505600163
200,00505610162
200,00505700047
200,00505720045
200,00506090042
301,00506170828
200,00506390137
200,00506410042
000,00506640044
200,00507000040
200,00507060044
200,00507800043
200,00508220043
200,00508770047
200,00508850047
200,00508900636
200,00508910049
200,00509860300
200,00510420656
200,00510570658
200,00510590045
200,00510710049
404,00511010043
404,00511030041
200,00511050049
200,00511190043
404,00511340366
404,00511550634
200,00512250929
200,00512830308
200,00512860131
200,00512950049
000,00513830042
200,00514020049
200,00514190180
200,00514250042
200,00514490010
200,00514760826
200,00515610046
200,00516530276
200,00516890241
200,00517500260
200,00517610309
200,00517740049
200,00517980926
200,00518190244
200,00518190921
200,00518490727
404,00518510821
200,00518530043
200,00518550041
200,00518900246
404,00519170245
200,00519320014
200,00519350128
200,00519730048
404,00520110131
200,00520220047
200,00520260043
200,00520360041
200,00520370925
200,00520380049
200,00520490186
200,00520510181
200,00520620188
200,00520630047
200,00520690041
200,00521130302
200,00521420042
200,00521560045
000,00521810044
200,00521900241
200,00522040799
404,00522180181
200,00522250042
200,00522580240
200,00522830249
200,00522840248
200,00523240042
200,00523650307
200,00523760049
200,00523830040
200,00523870046
200,00523900041
200,00523920049
200,00523930188
200,00524040045
200,00524380011
200,00524720240
200,00524950177
200,00525330049
200,00525350047
200,00526050133
200,00527720130
200,00527740138
200,00527900047
200,00528310121
200,00528510134
404,00528860240
200,00528900921
200,00529210130
200,00529220261
200,00529770240
200,00529840019
404,00530050657
200,00530750165
200,00530900240
200,00532060134
404,00532150927
200,00532480654
200,00532510823
404,00532640133
404,00532990827
200,00533010138
200,00533320826
200,00533680658
200,00533860169
200,00534310248
200,00534600655
200,00534820048
200,00536140650
404,00537800245
200,00538020249
200,00539070243
200,00539480046
200,00540190659
200,00540330651
200,00540670239
200,00540780822
200,00541410049
200,00541470043
404,00541880951
200,00541990164
200,00542010160
200,00542030168
404,00542060165
200,00542080163
200,00542250139
404,00542500160
404,00542510169
200,00542710652
200,00542760657
200,00543080162
404,00543130165
200,00543170377
404,00543310247
000,00543330245
200,00543740658
200,00543810378
200,00544790132
200,00545030249
200,00545580268
200,00545720039
200,00546000241
200,00546830241
200,00546910266
200,00547330639
200,00547690875
200,00547700658
404,00547750166
200,00547770164
200,00547910653
200,00547920652
200,00548040302
200,00548170133
200,00548190131
200,00549420131
200,00549440139
200,00549740827
200,00549780138
200,00550180822
404,00550290878
200,00550440135
200,00550800163
200,00551910045
404,00552610651
200,00553180043
200,00553600651
404,00553860172
200,00553920042
200,00553940040
200,00554450049
200,00554730655
200,00554740654
200,00555180652
200,00555190651
200,00556230282
200,00556750131
404,00556800134
200,00557630654
200,00559400130
200,00559420138
200,00559700133
000,00559720123
200,00559790126
200,00559800123
200,00559810122
200,00559860630
200,00559900139
200,00559960166
200,00559980123
200,00560000127
200,00560020125
200,00560180127
200,00560200123
200,00560460123
200,00561110123
200,00561120122
200,00561380122
200,00561530130
200,00561660127
200,00561740127
200,00561750126
200,00561870122
200,00562110163
200,00562130161
200,00562720136
200,00562720375
200,00562780361
404,00562850131
200,00563200047
200,00563380138
200,00563890102
200,00564140242
200,00564160133
404,00564180123
200,00564460129
200,00564480127
200,00564900041
200,00565360138
200,00565380136
200,00565860269
200,00566190658
404,00566570164
200,00566590139
404,00566590162
200,00566690137
200,00568130132
200,00568450175
200,00568840128
200,00568900120
200,00570140160
200,00570640136
200,00570830133
200,00571490879
200,00571510130
404,00571590173
404,00572300168
200,00573110376
404,00574130480
200,00575230172
200,00575760160
200,00575760657
200,00575780168
200,00575910872
200,00576500102
404,00576720270
200,00577010655
200,00577360241
200,00578180655
200,00579150129
404,00579440165
200,00579460163
200,00579480161
200,00579500166
404,00579520164
404,00579540162
200,00579560160
200,00581960630
200,00582100129
200,00582420824
404,00584640486
404,00586340374
200,00588010033
404,00589400175
200,00589640127
200,00592160105
404,00595740820
200,00595780131
404,00596040139
200,00596080655
200,00596180232
200,00596540138
200,00597030238
200,00598360139
200,00598500130
200,00600170138
200,00600830657
200,00600910632
200,00600950174
404,00601080914
200,00601160237
200,00601410137
200,00601450133
200,00601910102
404,00601920820
200,00602060139
200,00602440133
200,00602460131
200,00602480139
200,00603990367
200,00605220128
200,00605360635
200,00605540103
200,00605620137
404,00606620409
200,00606990174
200,00607010873
200,00607140407
200,00607230406
200,00607470820
404,00607910650
000,00608510657
200,00608720272
200,00608850137
404,00609230826
200,00609660139
200,00609670138
200,00612960138
200,00613010404
200,00613570134
200,00614510485
200,00616060133
200,00616520409
200,00616720165
200,00616910139
200,00617330139
200,00617350137
200,00617460274
200,00617480272
200,00617710272
200,00618150635
000,00619750169
200,00620570101
200,00620980656
200,00621050137
404,00621100270
404,00621360825
200,00622450138
404,00622530822
200,00622580165
200,00622700631
200,00623530136
200,00623750825
200,00624020137
200,00624040135
200,00624120275
200,00624600136
404,00625020821
404,00625230271
200,00625410170
200,00625620273
200,00625680657
200,00625920137
200,00626900633
200,00627760135
404,00627950827
200,00629950130
200,00630080133
200,00631280138
200,00631310166
200,00631830239
200,00632150173
404,00632850368
404,00633530167
200,00634160170
200,00634350136
200,00634830632
200,00635680176
200,00636350167
200,00637090135
200,00637290164
200,00637300161
200,00637310160
200,00637560632
200,00637570631
200,00637630120
200,00638820639
200,00639430172
200,00640710166
404,00641410170
200,00641440367
200,00642650139
200,00642670137
000,00643280639
200,00644060287
404,00644530131
200,00645290230
200,00645400177
200,00646020164
200,00646300632
200,00646630871
000,00646930164
200,00647290170
200,00647320282
404,00648380871
200,00649380482
404,00649470176
200,00649880168
200,00650140239
500,00650430101
200,00650430283
200,00650770167
200,00650920168
200,00651130874
302,00651150138
200,00651590135
200,00651610131
200,00651940280
200,00652150160
404,00652160169
200,00652810102
200,00652960139
200,00654440288
200,00654470137
200,00657120135
200,00657140133
200,00657520136
200,00657640165
200,00658090162
200,00658150230
200,00658400239
200,00658760236
200,00659140230
404,00659190235
200,00659830236
200,00659880231
200,00659890230
404,00659900237
200,00660400284
200,00660580135
404,00660750233
200,00660940230
200,00661030239
200,00661100230
200,00661110239
200,00661130237
200,00661260273
200,00661280271
404,00661380360
200,00661770230
200,00662440270
200,00662760362
200,00662780162
200,00662800168
200,00663220234
404,00663280162
404,00663490134
200,00663500239
200,00663510162
404,00664480407
200,00664610409
200,00665240131
200,00665280137
200,00666090139
200,00666330162
404,00666340161
200,00666520176
200,00666540174
200,00666770169
200,00667270235
200,00668130362
200,00668140239
200,00669020166
200,00669300238
200,00669550287
200,00669560286
200,00670290162
404,00670360239
404,00670550169
000,00671320166
200,00671800878
404,00673730289
200,00673790135
200,00675260160
200,00675950364
200,00676850167
200,00678420134
200,00678440132
200,00678470162
404,00680400132
404,00680420130
200,00681530168
200,00682280284
200,00682290283
200,00683030233
200,00683160287
200,00683770168
404,00684080104
200,00684170160
200,00684180169
404,00684560162
200,00685130163
200,00685790131
200,00686080136
200,00686230368
404,00686450164
404,00686570235
200,00688320134
200,00688460138
200,00688470137
200,00688600139
200,00688810951
200,00689010627
404,00689040137
200,00689050136
200,00689060135
200,00689500130
200,00689510139
200,00689720233
200,00690170139
200,00692230170
200,00695070409
200,00696400621
200,00696720168
200,00696750132
200,00698230133
200,00698340288
200,00700500135
200,00700510134
200,00700520133
404,00701670176
200,00702120106
200,00703370130
200,00703420273
200,00703920132
404,00705520104
200,00706280138
200,00706830171
200,00706890175
200,00707040168
200,00707670139
200,00707790168
200,00708390166
200,00709050231
200,00709660138
000,00709670137
200,00709680136
200,00709980163
200,00710360801
200,00710510801
200,00710830167
200,00711080168
200,00711150136
200,00711160135
200,00711250134
404,00712970169
404,00712980168
404,00714750163
200,00715310728
404,00715580171
404,00716670179
200,00717780365
200,00719120164
200,00720160167
200,00720170166
200,00721100238
200,00721850139
200,00721860138
200,00722280161
200,00722510161
404,00722570165
404,00722580164
200,00724220173
404,00725380174
200,00727180168
200,00727670168
404,00728650169
200,00729210179
200,00729340059
200,00734460108
404,00734610173
200,00735200958
200,00735630170
200,00736840174
200,00738210400
404,00741610729
200,00744080177
200,00744090176
200,00744880873
200,00747990166
200,00749590634
200,00749660403
200,00750840175
200,00753980283
200,00754860377
200,00759960172
200,00759970171
200,00760040170
200,00760050179
404,00760060178
404,00760070177
404,00761890177
200,00766480289
200,00769440108
200,00772840138
404,00772930632
200,00775690019
200,00780280178
200,00782030175
200,00785180654
200,00787620723
200,00787810100
200,00789430170
200,00791540172
200,00792720153
200,00793290487
200,00794470377
200,00795710151
200,00796050177
200,00796430171
404,00796760239
200,00798940151
200,00801000829
200,00801220153
200,00807960158
200,00811700178
200,00812180727
200,00813320173
200,00819880378
404,00821080728
200,00821390176
200,00822580171
404,00822790101
200,00822970729
404,00823910104
200,00826220105
200,00826220170
200,00826811200
200,00827390725
200,00827470170
404,00827800178
200,00828590158
200,00828880104
404,00830780177
200,00831250105
200,00832180178
200,00832210173
200,00834380727
200,00834770158
404,00835500158
404,00836680728
404,00837510171
200,00839700176
200,00839830171
200,00840000178
200,00841300171
200,00841500176
404,00841590177
200,00841600174
200,00841910151
200,00842970170
200,00842980179
000,00842990178
200,00843000175
200,00843830175
200,00844540047
404,00846420172
200,00846620177
200,00847500170
200,00848610176
000,00850440173
200,00850450172
200,00850830175
200,00852110170
200,00852130178
200,00852210178
404,00852420173
404,00852900174
200,00852940170
200,00853240174
200,00853850105
404,00854480100
404,00854910171
200,00854920170
200,00854930179
200,00855040176
200,00855080172
404,00855280178
404,00855380176
404,00855390175
200,00855400172
200,00855410171
200,00855610176
404,00855670170
404,00855690178
200,00855700175
200,00855730172
000,00855780177
200,00856780150
200,00856930102
404,00857830178
404,00859070104
200,00859380107
200,00860890102
500,00860910108
200,00860940170
200,00861770154
200,00861930154
200,00864490487
200,00864790159
200,00865250724
200,00865820377
200,00866400179
404,00866540107
404,00866560105
200,00866640154
200,00867140105
200,00867640179
200,00868380171
404,00868440173
200,00869010173
200,00869560722
404,00870790151
200,00873100150
200,00874410376
200,00875940173
200,00878080019
200,00878650175
200,00878940725
404,00880000153
200,00881010011
200,00881240170
404,00882630171
404,00882960172
200,00883000176
200,00884000720
301,00884530585
200,00886000173
200,00887360790
200,00888570108
200,00890760804
200,00893240150
404,00895540177
200,00898310172
200,00901220723
404,00903350171
404,00903710101
200,00905560728
200,00905630042
200,00905900106
200,00909790107
200,00912840055
200,00928950104
200,00928960103
200,00935810150
404,00939820726
200,00945100105
200,00945110104
200,00945980175
404,00948230172
200,00948680178
200,00949980171
200,00950100156
404,00951760172
200,00953050762
200,00953810769
200,00955060108
200,00955490172
200,00956680375
200,00956690176
404,00958050171
404,00959860172
404,00963460175
404,00968280172
200,00968810374
200,00970030151
200,00973680150
200,00975370487
404,00975860172
404,00980200174
200,00982870610
200,00986220580
200,00987710480
200,00994350155
200,00998690580
200,01007550484
200,01008750158
200,01009620152
200,01011320486
200,01012960587
200,01014880296
200,01017000488
200,01021480379
200,01021740012
